Comp_int_age,Focal_int_age,mean_maha_dist,n,prop_sig,Comp,Focal
0.166666667,0.166666667,5.005897811,11,0.727272727,CACL,CACL
0.25,0.166666667,1.655460517,11,0.909090909,CACL,CACL
0.333333333,0.166666667,1.687543508,11,0.909090909,CACL,CACL
0.416666667,0.166666667,1.41831926,11,1,CACL,CACL
0.5,0.166666667,1.338371722,11,1,CACL,CACL
0.583333333,0.166666667,1.325038562,11,1,CACL,CACL
0.666666667,0.166666667,1.252436406,11,0.909090909,CACL,CACL
0.75,0.166666667,1.227706484,11,0.909090909,CACL,CACL
0.833333333,0.166666667,1.198836793,11,0.909090909,CACL,CACL
0.916666667,0.166666667,1.16895207,11,1,CACL,CACL
1,0.166666667,1.147678673,11,1,CACL,CACL
1.083333333,0.166666667,1.12508786,11,1,CACL,CACL
1.166666667,0.166666667,1.107839117,11,1,CACL,CACL
1.25,0.166666667,1.064755729,11,1,CACL,CACL
1.333333333,0.166666667,0.966640661,11,1,CACL,CACL
1.416666667,0.166666667,0.884732583,11,1,CACL,CACL
1.5,0.166666667,0.865578928,11,1,CACL,CACL
1.583333333,0.166666667,1.450784495,11,0.818181818,CACL,CACL
1.666666667,0.166666667,1.914644746,11,0.727272727,CACL,CACL
1.75,0.166666667,2.261647971,11,0.818181818,CACL,CACL
1.833333333,0.166666667,2.393108933,11,0.818181818,CACL,CACL
1.916666667,0.166666667,2.244680012,11,0.818181818,CACL,CACL
2,0.166666667,2.303394644,11,0.818181818,CACL,CACL
2.083333333,0.166666667,2.315853201,11,0.818181818,CACL,CACL
2.166666667,0.166666667,2.300788565,11,0.818181818,CACL,CACL
2.25,0.166666667,2.273709857,11,0.818181818,CACL,CACL
2.333333333,0.166666667,3.064414656,11,0.727272727,CACL,CACL
2.416666667,0.166666667,4.302942093,11,0.727272727,CACL,CACL
2.5,0.166666667,5.259356752,11,0.727272727,CACL,CACL
2.583333333,0.166666667,6.543874579,11,0.636363636,CACL,CACL
2.666666667,0.166666667,8.206395186,11,0.636363636,CACL,CACL
2.75,0.166666667,7.483796745,11,0.636363636,CACL,CACL
2.833333333,0.166666667,8.54476455,11,0.636363636,CACL,CACL
0.166666667,0.25,4.379026514,23,0.695652174,CACL,CACL
0.25,0.25,2.187548705,23,0.913043478,CACL,CACL
0.333333333,0.25,2.326830684,23,0.826086957,CACL,CACL
0.416666667,0.25,1.918315671,23,0.956521739,CACL,CACL
0.5,0.25,1.756302872,23,0.956521739,CACL,CACL
0.583333333,0.25,1.668390944,23,0.956521739,CACL,CACL
0.666666667,0.25,1.663700272,23,0.913043478,CACL,CACL
0.75,0.25,1.618157197,23,0.956521739,CACL,CACL
0.833333333,0.25,1.580519026,23,0.956521739,CACL,CACL
0.916666667,0.25,1.569222085,23,0.956521739,CACL,CACL
1,0.25,1.556652306,23,0.956521739,CACL,CACL
1.083333333,0.25,1.546674965,23,0.956521739,CACL,CACL
1.166666667,0.25,1.516991607,23,0.956521739,CACL,CACL
1.25,0.25,1.479253373,23,0.956521739,CACL,CACL
1.333333333,0.25,1.489544357,23,0.956521739,CACL,CACL
1.416666667,0.25,1.431572439,23,0.956521739,CACL,CACL
1.5,0.25,1.428153071,23,0.956521739,CACL,CACL
1.583333333,0.25,2.499188245,23,0.782608696,CACL,CACL
1.666666667,0.25,3.430755767,23,0.695652174,CACL,CACL
1.75,0.25,4.379134456,23,0.695652174,CACL,CACL
1.833333333,0.25,4.661326763,23,0.695652174,CACL,CACL
1.916666667,0.25,4.382935898,23,0.695652174,CACL,CACL
2,0.25,4.504767275,23,0.652173913,CACL,CACL
2.083333333,0.25,4.521265121,23,0.652173913,CACL,CACL
2.166666667,0.25,4.478331354,23,0.652173913,CACL,CACL
2.25,0.25,4.413607222,23,0.652173913,CACL,CACL
2.333333333,0.25,6.094388803,23,0.652173913,CACL,CACL
2.416666667,0.25,8.445150124,23,0.608695652,CACL,CACL
2.5,0.25,10.41164704,23,0.565217391,CACL,CACL
2.583333333,0.25,13.05751164,23,0.565217391,CACL,CACL
2.666666667,0.25,16.49349844,23,0.434782609,CACL,CACL
2.75,0.25,15.00027458,23,0.47826087,CACL,CACL
2.833333333,0.25,17.12528477,23,0.434782609,CACL,CACL
0.166666667,0.333333333,3.44217432,38,0.736842105,CACL,CACL
0.25,0.333333333,1.92926934,38,0.894736842,CACL,CACL
0.333333333,0.333333333,2.133246855,38,0.868421053,CACL,CACL
0.416666667,0.333333333,1.789215866,38,0.947368421,CACL,CACL
0.5,0.333333333,1.664282702,38,0.973684211,CACL,CACL
0.583333333,0.333333333,1.608478055,38,0.973684211,CACL,CACL
0.666666667,0.333333333,1.596531048,38,0.973684211,CACL,CACL
0.75,0.333333333,1.556541557,38,0.973684211,CACL,CACL
0.833333333,0.333333333,1.523592442,38,0.973684211,CACL,CACL
0.916666667,0.333333333,1.506658883,38,0.973684211,CACL,CACL
1,0.333333333,1.491682483,38,0.973684211,CACL,CACL
1.083333333,0.333333333,1.476800879,38,0.973684211,CACL,CACL
1.166666667,0.333333333,1.445485601,38,0.973684211,CACL,CACL
1.25,0.333333333,1.401604008,38,0.973684211,CACL,CACL
1.333333333,0.333333333,1.378724194,38,0.973684211,CACL,CACL
1.416666667,0.333333333,1.307569825,38,0.973684211,CACL,CACL
1.5,0.333333333,1.299657815,38,0.973684211,CACL,CACL
1.583333333,0.333333333,2.230673696,38,0.868421053,CACL,CACL
1.666666667,0.333333333,3.104142524,38,0.736842105,CACL,CACL
1.75,0.333333333,3.932073971,38,0.684210526,CACL,CACL
1.833333333,0.333333333,4.168347308,38,0.657894737,CACL,CACL
1.916666667,0.333333333,3.891622895,38,0.684210526,CACL,CACL
2,0.333333333,3.994496295,38,0.684210526,CACL,CACL
2.083333333,0.333333333,4.010248572,38,0.684210526,CACL,CACL
2.166666667,0.333333333,3.978210101,38,0.657894737,CACL,CACL
2.25,0.333333333,3.931665225,38,0.657894737,CACL,CACL
2.333333333,0.333333333,5.405778835,38,0.631578947,CACL,CACL
2.416666667,0.333333333,7.492543195,38,0.578947368,CACL,CACL
2.5,0.333333333,9.236152956,38,0.5,CACL,CACL
2.583333333,0.333333333,11.57869641,38,0.447368421,CACL,CACL
2.666666667,0.333333333,14.61586766,38,0.394736842,CACL,CACL
2.75,0.333333333,13.30307773,38,0.421052632,CACL,CACL
2.833333333,0.333333333,15.18446913,38,0.421052632,CACL,CACL
0.166666667,0.416666667,3.735359022,45,0.644444444,CACL,CACL
0.25,0.416666667,2.201039189,45,0.8,CACL,CACL
0.333333333,0.416666667,2.471100827,45,0.777777778,CACL,CACL
0.416666667,0.416666667,2.113501296,45,0.8,CACL,CACL
0.5,0.416666667,1.929806035,45,0.866666667,CACL,CACL
0.583333333,0.416666667,1.831578944,45,0.911111111,CACL,CACL
0.666666667,0.416666667,1.799647444,45,0.955555556,CACL,CACL
0.75,0.416666667,1.748579507,45,0.955555556,CACL,CACL
0.833333333,0.416666667,1.705152953,45,0.955555556,CACL,CACL
0.916666667,0.416666667,1.690154553,45,0.955555556,CACL,CACL
1,0.416666667,1.674540033,45,0.955555556,CACL,CACL
1.083333333,0.416666667,1.660600273,45,0.955555556,CACL,CACL
1.166666667,0.416666667,1.627205248,45,0.955555556,CACL,CACL
1.25,0.416666667,1.583161707,45,0.955555556,CACL,CACL
1.333333333,0.416666667,1.580256436,45,0.955555556,CACL,CACL
1.416666667,0.416666667,1.518653562,45,0.955555556,CACL,CACL
1.5,0.416666667,1.504162853,45,0.955555556,CACL,CACL
1.583333333,0.416666667,2.64317896,45,0.8,CACL,CACL
1.666666667,0.416666667,3.711234703,45,0.6,CACL,CACL
1.75,0.416666667,4.711520985,45,0.6,CACL,CACL
1.833333333,0.416666667,5.02524404,45,0.577777778,CACL,CACL
1.916666667,0.416666667,4.77098491,45,0.577777778,CACL,CACL
2,0.416666667,4.923331707,45,0.555555556,CACL,CACL
2.083333333,0.416666667,4.952969897,45,0.555555556,CACL,CACL
2.166666667,0.416666667,4.911241398,45,0.555555556,CACL,CACL
2.25,0.416666667,4.844656442,45,0.577777778,CACL,CACL
2.333333333,0.416666667,6.671291975,45,0.555555556,CACL,CACL
2.416666667,0.416666667,9.256774145,45,0.488888889,CACL,CACL
2.5,0.416666667,11.48139839,45,0.444444444,CACL,CACL
2.583333333,0.416666667,14.63362715,45,0.377777778,CACL,CACL
2.666666667,0.416666667,19.42970333,45,0.377777778,CACL,CACL
2.75,0.416666667,20.83866422,45,0.377777778,CACL,CACL
2.833333333,0.416666667,20.65701282,45,0.355555556,CACL,CACL
0.166666667,0.5,4.115423321,50,0.62,CACL,CACL
0.25,0.5,2.473476184,50,0.76,CACL,CACL
0.333333333,0.5,2.807089584,50,0.74,CACL,CACL
0.416666667,0.5,2.378011193,50,0.78,CACL,CACL
0.5,0.5,2.104675973,50,0.82,CACL,CACL
0.583333333,0.5,1.963387362,50,0.86,CACL,CACL
0.666666667,0.5,1.904471453,50,0.9,CACL,CACL
0.75,0.5,1.846905956,50,0.9,CACL,CACL
0.833333333,0.5,1.796159732,50,0.92,CACL,CACL
0.916666667,0.5,1.779674772,50,0.94,CACL,CACL
1,0.5,1.766453963,50,0.94,CACL,CACL
1.083333333,0.5,1.755487381,50,0.94,CACL,CACL
1.166666667,0.5,1.721568338,50,0.94,CACL,CACL
1.25,0.5,1.678867764,50,0.94,CACL,CACL
1.333333333,0.5,1.706112486,50,0.92,CACL,CACL
1.416666667,0.5,1.645190618,50,0.94,CACL,CACL
1.5,0.5,1.614871884,50,0.94,CACL,CACL
1.583333333,0.5,2.983706697,50,0.68,CACL,CACL
1.666666667,0.5,4.28059916,50,0.5,CACL,CACL
1.75,0.5,5.433274821,50,0.56,CACL,CACL
1.833333333,0.5,5.779853261,50,0.56,CACL,CACL
1.916666667,0.5,5.369827886,50,0.58,CACL,CACL
2,0.5,5.530111065,50,0.54,CACL,CACL
2.083333333,0.5,5.561342409,50,0.54,CACL,CACL
2.166666667,0.5,5.520274184,50,0.56,CACL,CACL
2.25,0.5,5.456399471,50,0.54,CACL,CACL
2.333333333,0.5,7.624364245,50,0.54,CACL,CACL
2.416666667,0.5,10.58819386,50,0.46,CACL,CACL
2.5,0.5,13.15046178,50,0.44,CACL,CACL
2.583333333,0.5,16.73766866,50,0.34,CACL,CACL
2.666666667,0.5,22.04858212,50,0.3,CACL,CACL
2.75,0.5,23.04787661,50,0.32,CACL,CACL
2.833333333,0.5,23.37645768,50,0.3,CACL,CACL
0.166666667,0.583333333,4.498026319,51,0.588235294,CACL,CACL
0.25,0.583333333,2.687698238,51,0.803921569,CACL,CACL
0.333333333,0.583333333,3.075157451,51,0.745098039,CACL,CACL
0.416666667,0.583333333,2.592503139,51,0.784313725,CACL,CACL
0.5,0.583333333,2.269531767,51,0.823529412,CACL,CACL
0.583333333,0.583333333,2.11457277,51,0.823529412,CACL,CACL
0.666666667,0.583333333,2.039616667,51,0.823529412,CACL,CACL
0.75,0.583333333,1.9723455,51,0.823529412,CACL,CACL
0.833333333,0.583333333,1.912190427,51,0.843137255,CACL,CACL
0.916666667,0.583333333,1.900565617,51,0.843137255,CACL,CACL
1,0.583333333,1.888095626,51,0.862745098,CACL,CACL
1.083333333,0.583333333,1.879881664,51,0.862745098,CACL,CACL
1.166666667,0.583333333,1.846197628,51,0.862745098,CACL,CACL
1.25,0.583333333,1.806832989,51,0.862745098,CACL,CACL
1.333333333,0.583333333,1.871688498,51,0.901960784,CACL,CACL
1.416666667,0.583333333,1.826887825,51,0.901960784,CACL,CACL
1.5,0.583333333,1.780396633,51,0.901960784,CACL,CACL
1.583333333,0.583333333,3.355594833,51,0.647058824,CACL,CACL
1.666666667,0.583333333,4.839285193,51,0.509803922,CACL,CACL
1.75,0.583333333,6.184561821,51,0.529411765,CACL,CACL
1.833333333,0.583333333,6.60280361,51,0.529411765,CACL,CACL
1.916666667,0.583333333,6.158805639,51,0.568627451,CACL,CACL
2,0.583333333,6.351857879,51,0.568627451,CACL,CACL
2.083333333,0.583333333,6.3916735,51,0.568627451,CACL,CACL
2.166666667,0.583333333,6.346246789,51,0.568627451,CACL,CACL
2.25,0.583333333,6.273020411,51,0.568627451,CACL,CACL
2.333333333,0.583333333,8.740242704,51,0.470588235,CACL,CACL
2.416666667,0.583333333,12.11903405,51,0.431372549,CACL,CACL
2.5,0.583333333,15.04945434,51,0.392156863,CACL,CACL
2.583333333,0.583333333,19.13972836,51,0.31372549,CACL,CACL
2.666666667,0.583333333,25.12745726,51,0.254901961,CACL,CACL
2.75,0.583333333,25.94864233,51,0.294117647,CACL,CACL
2.833333333,0.583333333,26.67950185,51,0.235294118,CACL,CACL
0.166666667,0.666666667,4.566784496,53,0.566037736,CACL,CACL
0.25,0.666666667,2.882911424,53,0.716981132,CACL,CACL
0.333333333,0.666666667,3.276011812,53,0.716981132,CACL,CACL
0.416666667,0.666666667,2.752949857,53,0.754716981,CACL,CACL
0.5,0.666666667,2.39148062,53,0.811320755,CACL,CACL
0.583333333,0.666666667,2.220458096,53,0.830188679,CACL,CACL
0.666666667,0.666666667,2.121491828,53,0.849056604,CACL,CACL
0.75,0.666666667,2.057486672,53,0.849056604,CACL,CACL
0.833333333,0.666666667,1.994880171,53,0.867924528,CACL,CACL
0.916666667,0.666666667,1.980079038,53,0.867924528,CACL,CACL
1,0.666666667,1.966069102,53,0.867924528,CACL,CACL
1.083333333,0.666666667,1.955558745,53,0.867924528,CACL,CACL
1.166666667,0.666666667,1.925697524,53,0.867924528,CACL,CACL
1.25,0.666666667,1.884004526,53,0.867924528,CACL,CACL
1.333333333,0.666666667,1.941618115,53,0.886792453,CACL,CACL
1.416666667,0.666666667,1.903335659,53,0.886792453,CACL,CACL
1.5,0.666666667,1.84882451,53,0.886792453,CACL,CACL
1.583333333,0.666666667,3.457405211,53,0.660377358,CACL,CACL
1.666666667,0.666666667,4.974553487,53,0.528301887,CACL,CACL
1.75,0.666666667,6.210406056,53,0.566037736,CACL,CACL
1.833333333,0.666666667,6.615264161,53,0.566037736,CACL,CACL
1.916666667,0.666666667,6.145470224,53,0.603773585,CACL,CACL
2,0.666666667,6.330054128,53,0.603773585,CACL,CACL
2.083333333,0.666666667,6.366657143,53,0.603773585,CACL,CACL
2.166666667,0.666666667,6.321561555,53,0.603773585,CACL,CACL
2.25,0.666666667,6.250922794,53,0.603773585,CACL,CACL
2.333333333,0.666666667,8.6527108,53,0.547169811,CACL,CACL
2.416666667,0.666666667,11.95058728,53,0.471698113,CACL,CACL
2.5,0.666666667,14.83139378,53,0.41509434,CACL,CACL
2.583333333,0.666666667,18.85483653,53,0.358490566,CACL,CACL
2.666666667,0.666666667,24.75715181,53,0.320754717,CACL,CACL
2.75,0.666666667,25.62860766,53,0.320754717,CACL,CACL
2.833333333,0.666666667,26.34754727,53,0.320754717,CACL,CACL
0.166666667,0.75,4.705774336,53,0.566037736,CACL,CACL
0.25,0.75,2.979033549,53,0.716981132,CACL,CACL
0.333333333,0.75,3.387669195,53,0.716981132,CACL,CACL
0.416666667,0.75,2.843785046,53,0.716981132,CACL,CACL
0.5,0.75,2.471401204,53,0.773584906,CACL,CACL
0.583333333,0.75,2.29126436,53,0.811320755,CACL,CACL
0.666666667,0.75,2.19766845,53,0.830188679,CACL,CACL
0.75,0.75,2.136927665,53,0.849056604,CACL,CACL
0.833333333,0.75,2.075120897,53,0.867924528,CACL,CACL
0.916666667,0.75,2.063892721,53,0.867924528,CACL,CACL
1,0.75,2.051379679,53,0.867924528,CACL,CACL
1.083333333,0.75,2.041988702,53,0.867924528,CACL,CACL
1.166666667,0.75,2.011238388,53,0.886792453,CACL,CACL
1.25,0.75,1.968649759,53,0.886792453,CACL,CACL
1.333333333,0.75,2.041094504,53,0.867924528,CACL,CACL
1.416666667,0.75,2.007199662,53,0.867924528,CACL,CACL
1.5,0.75,1.952912051,53,0.905660377,CACL,CACL
1.583333333,0.75,3.617078781,53,0.679245283,CACL,CACL
1.666666667,0.75,5.205347244,53,0.528301887,CACL,CACL
1.75,0.75,6.506031161,53,0.566037736,CACL,CACL
1.833333333,0.75,6.936087255,53,0.566037736,CACL,CACL
1.916666667,0.75,6.462951656,53,0.603773585,CACL,CACL
2,0.75,6.65872286,53,0.603773585,CACL,CACL
2.083333333,0.75,6.696409894,53,0.603773585,CACL,CACL
2.166666667,0.75,6.646817543,53,0.603773585,CACL,CACL
2.25,0.75,6.569719557,53,0.603773585,CACL,CACL
2.333333333,0.75,9.07897866,53,0.566037736,CACL,CACL
2.416666667,0.75,12.51820117,53,0.452830189,CACL,CACL
2.5,0.75,15.53484449,53,0.41509434,CACL,CACL
2.583333333,0.75,19.74757119,53,0.377358491,CACL,CACL
2.666666667,0.75,25.92037969,53,0.301886792,CACL,CACL
2.75,0.75,26.78830053,53,0.320754717,CACL,CACL
2.833333333,0.75,27.62416976,53,0.320754717,CACL,CACL
0.166666667,0.833333333,4.817988582,53,0.547169811,CACL,CACL
0.25,0.833333333,3.08693791,53,0.716981132,CACL,CACL
0.333333333,0.833333333,3.509384635,53,0.679245283,CACL,CACL
0.416666667,0.833333333,2.943262405,53,0.735849057,CACL,CACL
0.5,0.833333333,2.557061145,53,0.773584906,CACL,CACL
0.583333333,0.833333333,2.366891665,53,0.79245283,CACL,CACL
0.666666667,0.833333333,2.271998527,53,0.830188679,CACL,CACL
0.75,0.833333333,2.212542246,53,0.830188679,CACL,CACL
0.833333333,0.833333333,2.15136531,53,0.849056604,CACL,CACL
0.916666667,0.833333333,2.143388111,53,0.849056604,CACL,CACL
1,0.833333333,2.132658405,53,0.849056604,CACL,CACL
1.083333333,0.833333333,2.124646073,53,0.867924528,CACL,CACL
1.166666667,0.833333333,2.09378257,53,0.849056604,CACL,CACL
1.25,0.833333333,2.050536903,53,0.886792453,CACL,CACL
1.333333333,0.833333333,2.13125787,53,0.886792453,CACL,CACL
1.416666667,0.833333333,2.10123904,53,0.886792453,CACL,CACL
1.5,0.833333333,2.046126729,53,0.905660377,CACL,CACL
1.583333333,0.833333333,3.758112279,53,0.641509434,CACL,CACL
1.666666667,0.833333333,5.379695303,53,0.528301887,CACL,CACL
1.75,0.833333333,6.710371161,53,0.566037736,CACL,CACL
1.833333333,0.833333333,7.155568441,53,0.566037736,CACL,CACL
1.916666667,0.833333333,6.684361429,53,0.58490566,CACL,CACL
2,0.833333333,6.887621002,53,0.603773585,CACL,CACL
2.083333333,0.833333333,6.925851622,53,0.603773585,CACL,CACL
2.166666667,0.833333333,6.872542241,53,0.603773585,CACL,CACL
2.25,0.833333333,6.789926486,53,0.603773585,CACL,CACL
2.333333333,0.833333333,9.350047926,53,0.547169811,CACL,CACL
2.416666667,0.833333333,12.8620697,53,0.452830189,CACL,CACL
2.5,0.833333333,15.9508907,53,0.433962264,CACL,CACL
2.583333333,0.833333333,20.26630136,53,0.358490566,CACL,CACL
2.666666667,0.833333333,26.59188123,53,0.320754717,CACL,CACL
2.75,0.833333333,27.47535411,53,0.320754717,CACL,CACL
2.833333333,0.833333333,28.38263108,53,0.320754717,CACL,CACL
0.166666667,0.916666667,4.814357349,52,0.557692308,CACL,CACL
0.25,0.916666667,3.13002152,52,0.711538462,CACL,CACL
0.333333333,0.916666667,3.548988899,52,0.692307692,CACL,CACL
0.416666667,0.916666667,2.976386992,52,0.711538462,CACL,CACL
0.5,0.916666667,2.58126754,52,0.75,CACL,CACL
0.583333333,0.916666667,2.394184443,52,0.807692308,CACL,CACL
0.666666667,0.916666667,2.294162005,52,0.826923077,CACL,CACL
0.75,0.916666667,2.238501455,52,0.826923077,CACL,CACL
0.833333333,0.916666667,2.180428435,52,0.846153846,CACL,CACL
0.916666667,0.916666667,2.176493144,52,0.865384615,CACL,CACL
1,0.916666667,2.167601422,52,0.865384615,CACL,CACL
1.083333333,0.916666667,2.15980178,52,0.865384615,CACL,CACL
1.166666667,0.916666667,2.130125556,52,0.865384615,CACL,CACL
1.25,0.916666667,2.084176594,52,0.884615385,CACL,CACL
1.333333333,0.916666667,2.16297443,52,0.903846154,CACL,CACL
1.416666667,0.916666667,2.129465095,52,0.903846154,CACL,CACL
1.5,0.916666667,2.077242659,52,0.903846154,CACL,CACL
1.583333333,0.916666667,3.742094132,52,0.615384615,CACL,CACL
1.666666667,0.916666667,5.344721902,52,0.557692308,CACL,CACL
1.75,0.916666667,6.635690889,52,0.576923077,CACL,CACL
1.833333333,0.916666667,7.065375971,52,0.557692308,CACL,CACL
1.916666667,0.916666667,6.578463431,52,0.596153846,CACL,CACL
2,0.916666667,6.774117918,52,0.596153846,CACL,CACL
2.083333333,0.916666667,6.80879193,52,0.596153846,CACL,CACL
2.166666667,0.916666667,6.754082695,52,0.615384615,CACL,CACL
2.25,0.916666667,6.671544452,52,0.615384615,CACL,CACL
2.333333333,0.916666667,9.197453471,52,0.538461538,CACL,CACL
2.416666667,0.916666667,12.6354705,52,0.442307692,CACL,CACL
2.5,0.916666667,15.66784632,52,0.384615385,CACL,CACL
2.583333333,0.916666667,19.90748799,52,0.365384615,CACL,CACL
2.666666667,0.916666667,26.1464259,52,0.365384615,CACL,CACL
2.75,0.916666667,27.12932088,52,0.365384615,CACL,CACL
2.833333333,0.916666667,27.94838089,52,0.365384615,CACL,CACL
0.166666667,1,4.805889866,52,0.576923077,CACL,CACL
0.25,1,3.157410228,52,0.711538462,CACL,CACL
0.333333333,1,3.572855953,52,0.692307692,CACL,CACL
0.416666667,1,2.995739108,52,0.711538462,CACL,CACL
0.5,1,2.600323774,52,0.769230769,CACL,CACL
0.583333333,1,2.413221823,52,0.788461538,CACL,CACL
0.666666667,1,2.310292029,52,0.826923077,CACL,CACL
0.75,1,2.256231042,52,0.826923077,CACL,CACL
0.833333333,1,2.199881917,52,0.865384615,CACL,CACL
0.916666667,1,2.197349526,52,0.865384615,CACL,CACL
1,1,2.190230257,52,0.865384615,CACL,CACL
1.083333333,1,2.183627003,52,0.865384615,CACL,CACL
1.166666667,1,2.155580452,52,0.884615385,CACL,CACL
1.25,1,2.10927056,52,0.884615385,CACL,CACL
1.333333333,1,2.187507372,52,0.884615385,CACL,CACL
1.416666667,1,2.154551693,52,0.884615385,CACL,CACL
1.5,1,2.103064019,52,0.903846154,CACL,CACL
1.583333333,1,3.751288793,52,0.634615385,CACL,CACL
1.666666667,1,5.330837446,52,0.576923077,CACL,CACL
1.75,1,6.613981687,52,0.576923077,CACL,CACL
1.833333333,1,7.039628935,52,0.557692308,CACL,CACL
1.916666667,1,6.558949174,52,0.557692308,CACL,CACL
2,1,6.754015247,52,0.557692308,CACL,CACL
2.083333333,1,6.787098406,52,0.576923077,CACL,CACL
2.166666667,1,6.729414437,52,0.576923077,CACL,CACL
2.25,1,6.643166692,52,0.576923077,CACL,CACL
2.333333333,1,9.146629522,52,0.557692308,CACL,CACL
2.416666667,1,12.54747309,52,0.442307692,CACL,CACL
2.5,1,15.54119358,52,0.365384615,CACL,CACL
2.583333333,1,19.72148611,52,0.346153846,CACL,CACL
2.666666667,1,25.85008181,52,0.307692308,CACL,CACL
2.75,1,26.6977463,52,0.365384615,CACL,CACL
2.833333333,1,27.62254725,52,0.326923077,CACL,CACL
0.166666667,1.083333333,4.786872547,52,0.576923077,CACL,CACL
0.25,1.083333333,3.177884438,52,0.75,CACL,CACL
0.333333333,1.083333333,3.586549527,52,0.692307692,CACL,CACL
0.416666667,1.083333333,3.006821612,52,0.730769231,CACL,CACL
0.5,1.083333333,2.611296953,52,0.769230769,CACL,CACL
0.583333333,1.083333333,2.426205746,52,0.788461538,CACL,CACL
0.666666667,1.083333333,2.318957705,52,0.846153846,CACL,CACL
0.75,1.083333333,2.266291281,52,0.846153846,CACL,CACL
0.833333333,1.083333333,2.211492573,52,0.865384615,CACL,CACL
0.916666667,1.083333333,2.208797077,52,0.865384615,CACL,CACL
1,1.083333333,2.20299291,52,0.865384615,CACL,CACL
1.083333333,1.083333333,2.197198388,52,0.865384615,CACL,CACL
1.166666667,1.083333333,2.171093623,52,0.865384615,CACL,CACL
1.25,1.083333333,2.124304796,52,0.865384615,CACL,CACL
1.333333333,1.083333333,2.199028462,52,0.884615385,CACL,CACL
1.416666667,1.083333333,2.164886161,52,0.884615385,CACL,CACL
1.5,1.083333333,2.114042884,52,0.884615385,CACL,CACL
1.583333333,1.083333333,3.734107156,52,0.634615385,CACL,CACL
1.666666667,1.083333333,5.286152251,52,0.557692308,CACL,CACL
1.75,1.083333333,6.545093746,52,0.576923077,CACL,CACL
1.833333333,1.083333333,6.960951569,52,0.557692308,CACL,CACL
1.916666667,1.083333333,6.483832906,52,0.576923077,CACL,CACL
2,1.083333333,6.675755372,52,0.557692308,CACL,CACL
2.083333333,1.083333333,6.706386733,52,0.557692308,CACL,CACL
2.166666667,1.083333333,6.645757709,52,0.576923077,CACL,CACL
2.25,1.083333333,6.556347698,52,0.576923077,CACL,CACL
2.333333333,1.083333333,9.0235095,52,0.519230769,CACL,CACL
2.416666667,1.083333333,12.36029046,52,0.423076923,CACL,CACL
2.5,1.083333333,15.28544992,52,0.346153846,CACL,CACL
2.583333333,1.083333333,19.35397366,52,0.326923077,CACL,CACL
2.666666667,1.083333333,25.25214434,52,0.307692308,CACL,CACL
2.75,1.083333333,25.75486561,52,0.307692308,CACL,CACL
2.833333333,1.083333333,26.90445068,52,0.288461538,CACL,CACL
0.166666667,1.166666667,4.833168043,50,0.6,CACL,CACL
0.25,1.166666667,3.207368065,50,0.76,CACL,CACL
0.333333333,1.166666667,3.612989086,50,0.74,CACL,CACL
0.416666667,1.166666667,3.028570725,50,0.76,CACL,CACL
0.5,1.166666667,2.629942038,50,0.78,CACL,CACL
0.583333333,1.166666667,2.445409687,50,0.78,CACL,CACL
0.666666667,1.166666667,2.342901127,50,0.84,CACL,CACL
0.75,1.166666667,2.28997735,50,0.84,CACL,CACL
0.833333333,1.166666667,2.235652318,50,0.84,CACL,CACL
0.916666667,1.166666667,2.234525299,50,0.86,CACL,CACL
1,1.166666667,2.230725563,50,0.86,CACL,CACL
1.083333333,1.166666667,2.227009752,50,0.86,CACL,CACL
1.166666667,1.166666667,2.205844325,50,0.86,CACL,CACL
1.25,1.166666667,2.159421659,50,0.86,CACL,CACL
1.333333333,1.166666667,2.238009264,50,0.86,CACL,CACL
1.416666667,1.166666667,2.202193759,50,0.88,CACL,CACL
1.5,1.166666667,2.153609152,50,0.88,CACL,CACL
1.583333333,1.166666667,3.781749061,50,0.62,CACL,CACL
1.666666667,1.166666667,5.341597411,50,0.54,CACL,CACL
1.75,1.166666667,6.611050552,50,0.56,CACL,CACL
1.833333333,1.166666667,7.025853461,50,0.54,CACL,CACL
1.916666667,1.166666667,6.548800455,50,0.6,CACL,CACL
2,1.166666667,6.741809191,50,0.56,CACL,CACL
2.083333333,1.166666667,6.770253149,50,0.56,CACL,CACL
2.166666667,1.166666667,6.704385735,50,0.58,CACL,CACL
2.25,1.166666667,6.608451483,50,0.58,CACL,CACL
2.333333333,1.166666667,9.093673897,50,0.52,CACL,CACL
2.416666667,1.166666667,12.43989797,50,0.44,CACL,CACL
2.5,1.166666667,15.35017319,50,0.34,CACL,CACL
2.583333333,1.166666667,19.37006489,50,0.32,CACL,CACL
2.666666667,1.166666667,25.07618941,50,0.26,CACL,CACL
2.75,1.166666667,24.98665791,50,0.28,CACL,CACL
2.833333333,1.166666667,26.55452232,50,0.26,CACL,CACL
0.166666667,1.25,4.882170725,49,0.551020408,CACL,CACL
0.25,1.25,3.266652368,49,0.755102041,CACL,CACL
0.333333333,1.25,3.669331492,49,0.734693878,CACL,CACL
0.416666667,1.25,3.077028064,49,0.755102041,CACL,CACL
0.5,1.25,2.672147751,49,0.755102041,CACL,CACL
0.583333333,1.25,2.490334618,49,0.775510204,CACL,CACL
0.666666667,1.25,2.383883392,49,0.795918367,CACL,CACL
